Id,SalePrice
2378,133135.88024990793
1413,155489.644377053
1722,218323.51512227755
1112,228027.40944435442
1623,187840.60709397667
1201,194695.0624250821
1513,119399.55906851625
957,483687.5645895579
1171,246757.69770870003
1145,194609.99657131845
2726,233808.35607201466
703,148740.13264523435
760,120429.30218771698
1964,147223.70740348147
2512,179022.63009857095
159,143100.5518662344
1281,168759.99694088928
468,192748.43641038533
290,118916.0008847171
665,106459.64023598887
1463,245930.3206343626
1792,224174.25922416392
923,176949.37384677402
500,288850.5292026843
1408,198179.67787859848
331,84493.84411056651
170,129358.52202128951
2192,90806.03116270163
2571,297897.8675296333
2314,162576.14170585203
2647,94621.13982914659
422,425811.218656886
2457,357528.51496255404
1838,189145.6552926751
2805,258099.91823940098
1645,142531.43750651213
1711,305132.7091529168
2825,242007.92769336
322,314051.8012563458
2103,262568.89772967197
342,121950.72951120912
600,115312.69068320323
488,165050.06087286532
1725,307847.4024131268
2246,313142.3989646547
2847,151772.1562438002
806,236005.8515345544
530,231753.95805276546
963,192212.13134271646
2678,99042.53325191817
171,76393.52012566935
2401,431846.2905843565
805,219912.50507230865
2259,260763.37425136805
1748,182055.92964267923
1361,144673.46390561562
1677,107549.77899792991
1406,168672.3759554433
2322,271835.3854986078
688,150883.887692861
143,147913.8745711784
804,202828.01137448716
1214,159984.37720993083
2828,154954.68957979142
1999,207584.0690499239
2467,209553.55118655352
2665,162647.45862523094
1538,329710.0955421191
398,110277.7250516423
2822,161763.74954438861
2157,137950.58052757054
1856,192965.03636586064
1269,84445.10790087697
2570,115893.53045910015
2320,238839.14081079653
1517,127796.6478324458
2304,127332.94975000335
1312,87025.72361128352
2012,129129.11394538538
506,255881.41532450038
2865,218394.56002789445
2367,98341.1368777585
554,82816.8492906821
238,141525.88739524467
1954,96723.93960579898
2488,113849.94610350706
2291,63956.49575466242
1969,101687.42969759803
2725,164913.16714983154
1482,138212.88047660948
2763,208121.07046935754
503,265964.40758164716
1584,246887.05346434691
1531,146684.6263838312
2210,190260.57165263643
459,325341.43380093365
556,123232.18564683752
1347,134958.85416730092
1290,65546.83330680747
1388,89595.2857515077
1571,370685.88070890267
2754,209142.63643255603
765,137870.0020181879
2494,125075.82088096868
2870,239613.71613155896
7,236527.66889528526
1114,237839.32247994648
2418,279592.75395477464
291,139600.33063141804
18,371313.5809337729
39,386661.6815557699
1001,265215.4769299971
2442,232805.8294926855
616,118314.55302224314
2680,78838.29430567884
1414,123252.55268043678
289,154292.50312587092
40,276679.77844713035
860,135804.2323744922
409,127598.673705269
673,166145.727701295
2427,170815.04224968769
2036,221523.36001706182
2564,134987.0186229903
642,167569.8447590387
1008,174398.8688173101
1908,151693.3891182758
2519,191735.3175496659
1369,90734.4331978418
2855,165786.14819055123
712,101161.902175553
1943,120943.58974902736
1958,124191.97552357355
107,156187.9486817588
2295,217487.1778915925
704,104102.00596754724
676,134065.65327095252
259,177822.31029522678
93,287620.7602460589
106,237566.42132795678
2315,173297.27589831664
1050,85943.5008714057
1095,209021.22262940413
2709,151414.1894121237
758,139948.6929344854
1496,158069.1418266947
2370,114516.70607010309
2458,297220.3464731879
2733,138005.35347429552
161,238281.99196733133
726,146022.16543865675
845,209968.03915344912
947,253847.15785098713
2232,115409.67581875605
2563,139205.67685234715
2299,170957.8968620742
211,63344.06688205671
605,149286.72219422617
1478,195336.43062891762
2247,290692.06518621097
2274,247343.44491604992
2869,226975.7332321119
967,213177.3277121119
2656,111718.93308304132
667,200775.54417593285
1042,110073.34394504134
2023,163508.2405339494
2447,371711.9139350554
2055,124463.38575378197
2275,288591.5429437563
2204,172926.66382774225
1563,283928.8008653765
483,224358.4876828384
796,121145.64127412163
1526,156066.82926579175
2042,122602.34602674696
442,341436.2058833338
1693,330779.843168839
1468,218080.21836548645
1430,189315.1805072902
2605,151347.9975084126
1529,198842.54452337048
335,153022.5490034282
1287,116871.1451695095
31,91638.88582760566
1785,328643.24320149934
82,155739.08984445434
2620,132204.8925186353
252,171236.9756496786
721,53472.23159647921
2165,190088.3560080244
2316,196372.0422831269
775,134367.39032040857
1558,97590.56013276798
17,219290.11825928075
1022,238900.3384603917
925,119383.28505608939
438,284223.41100314946
1270,134396.2170383673
1272,126678.56833442482
215,137716.22060215144
266,227218.40712174072
2402,293927.3897664199
1250,131437.95481293605
1984,134100.56824475573
1279,145049.74340148404
377,245066.61288822154
1252,91698.74356804605
2156,264013.1148583151
499,334737.59347377496
1374,120438.27286950209
2898,244404.07940514223
401,108427.19639633856
2721,147382.00225137846
2078,248539.47705339454
2589,120097.45300361639
1946,242872.76372343223
1334,114930.36814467063
2781,217055.27303920555
431,389441.9679967187
576,196369.88033086256
1474,210350.91766509446
2254,139300.9720223795
2155,279794.7166458263
885,89391.55115234655
643,138157.0404451816
1944,123940.99371692399
480,197070.55944149767
2845,98873.37171867746
2387,327105.9413178971
2407,221795.74223602226
2527,166156.728672525
2514,140312.63705792744
629,130908.90113932276
80,204093.96250391018
1876,131666.08968563034
1546,112476.26601176959
2518,170893.4045833538
2347,149086.26579389552
783,240470.03035776588
1322,19985.20643482663
194,90357.23070217986
1770,304669.36700055713
2143,131345.3961505387
1229,226306.20051594984
511,285678.9856546956
46,243925.86368284977
1348,155529.06048924354
2465,210304.03601902045
387,223405.0690508544
873,228399.39315871906
1918,117520.60541834233
2764,235688.6326191321
2184,120831.33005587896
934,134359.14379751403
1920,125415.4089523445
2631,150943.99663982718
1768,522078.60382454825
2040,119212.92466623911
1749,219874.2397897523
834,254186.74714734088
1457,224809.55584105698
79,99894.961948997
2302,125647.48111902064
1817,145472.1722437936
2755,241345.60209086383
359,165606.63982680874
2059,99060.17456529834
2092,233643.86320186945
2516,224017.49886421298
150,110165.94416287709
1656,104865.7535638454
83,91449.45677689445
2411,187996.62177037282
795,73149.89058785926
2312,214182.26055724768
2917,114921.78738763313
1624,182022.46485620507
2215,303900.7534378754
1211,149503.74905245524
1485,142621.23277711024
1024,183054.086920359
570,191667.60870863634
2874,143111.49237155868
700,131625.44770039478
2756,223505.37756271716
2022,179270.2810332553
583,230022.44621064726
2392,372164.45276552765
2424,163378.24642902182
212,112344.90038813239
736,125237.80614086092
1610,163472.9122076872
890,114738.74874167501
467,182457.3306643733
578,207971.27480726643
1747,200640.3574277052
1149,145435.74747076392
2758,272753.73127066303
857,132442.79984760968
2219,266720.7703787482
733,103492.7317482794
2909,110553.31918101627
1798,252530.944749671
235,126497.84688517154
2366,119222.74986527993
1027,129380.12247513207
1195,136899.3724077169
1303,30137.5080085269
148,195146.35602452682
608,167705.87877095919
2515,211325.85259743678
821,256772.60229653819
2500,277728.5130023985
745,108370.60754825835
741,130486.56106004612
1611,134660.45030878013
2532,123890.85512825623
1081,216136.14250411856
1692,431402.4658752052
2520,177759.37185525615
276,119969.51352793814
1992,135922.93680715168
663,34182.86554731516
418,115715.21212628222
1733,206626.7256961075
2359,142890.55392986754
253,182421.06741666017
1518,186279.07085341853
2035,145337.98967395804
2919,67356.45209266954
1540,235734.98434514602
2120,142233.57556290785
1674,157700.88839076445
256,141243.71068664233
2361,95811.31807838149
978,78387.41759943492
2280,123680.44664435036
2095,229053.53843764024
1709,336191.7947692068
2801,249363.38650237554
1246,111182.90084965207
2373,86764.15541030189
1055,316410.6302156419
2017,128798.1744996681
1099,296974.2393350636
1344,67043.50070718501
835,211911.23055961716
1117,236494.96402624963
2043,82339.78666463039
2085,109780.08780227607
410,142691.96083709667
2650,108612.69021821395
2867,172172.6149847271
1668,105746.89000521082
1161,159717.0381189396
2122,174767.080810278
2539,153646.11340088837
1047,140956.08780244636
1445,130348.8874552066
541,125746.1893703498
569,218189.3165034268
1276,121444.48078009451
918,154762.78178365144
326,155043.28528055263
1936,122919.23880097395
895,100023.10577509763
257,149474.65095726305
1241,181738.74775886588
1545,121478.90958378316
1189,176144.8658810779
270,134947.81378168912
2066,184672.9255240336
693,101819.10069190938
1259,141102.11902661325
2916,151234.69923764028
2321,305297.9574636117
1977,102412.99854659518
1895,135032.34377609647
1240,176608.61640082282
85,154766.54735799227
1823,114426.35937597773
825,296057.12294050126
110,228640.92840993273
697,123817.91595010142
2297,120996.87106463141
1231,129853.85527352119
1355,134243.35033679055
968,332015.34294266417
584,225693.89863348016
1315,141819.15510366275
1606,137713.89267433056
206,87398.10147273738
1685,371299.61315799225
2016,130289.14752844177
869,200951.36681546728
2135,122258.21095520655
2346,172411.64304135364
2430,230166.79169206246
2198,91130.649843781
2652,122263.4393475921
27,108462.39048798986
241,160240.13862207808
906,123113.5193140939
1506,120502.00773052574
2098,362688.66607921605
1435,215548.5790986997
2213,139272.20524840005
1274,126445.17812072016
743,10808.31614521204
1737,208823.19241771696
2797,272421.40761428035
2185,53607.75636363913
58,157272.46966572653
830,207950.99330319458
808,109562.49403294177
680,142994.05599683686
1153,102711.03418052629
1291,140373.08182601363
1818,147607.5473830733
2161,195782.21868065267
1883,114873.93969955393
350,363513.464087953
2473,154090.64497322091
295,188004.71388304565
293,187475.91295372185
859,125482.12394893053
288,63631.642536214655
102,198691.62294393318
2831,138368.95733502498
1030,146372.94315947866
2551,145804.68204258947
1286,147344.6395367518
958,308095.9234575166
776,133497.76853427335
72,245124.44304629607
2263,260310.17368923384
1866,155832.41549261185
2876,64051.67290507512
2146,234645.05868452656
103,177255.68219242274
1500,135260.5866780189
492,180064.33680959424
167,148721.62754429353
2597,118437.20783428999
2685,112902.58245947439
1035,153707.39970914758
1220,49573.51813501623
2602,152139.1970344126
2159,205317.94407594757
695,149274.0037154787
1109,280645.1668931055
640,190048.5620117944
1652,138923.21259109656
2090,172671.7913625022
1188,181127.4139694481
2345,234588.59544763426
1059,395822.6301133997
2751,242775.48702169053
128,214464.6757231661
1523,174154.403350228
2925,188058.99213962065
2145,297526.1828191902
1121,224941.27658940112
566,250907.80650053738
565,250003.1294026248
1331,136505.8820007327
2928,123574.4916500696
156,128642.1368112966
797,136893.1389652131
327,78701.81526278844
2859,146434.0542704557
1453,118541.66476371141
1762,349413.09844404936
1868,208488.23444407177
1760,172521.76463376233
1113,223469.33878925774
1812,194071.182933037
117,152632.85411417935
1142,209672.10399273987
2342,409537.82142545556
927,150480.99366750466
2478,177924.66369014367
655,68452.58370104419
2064,111495.33091325125
369,298837.6292477472
2239,124295.09097623065
2732,201748.21720627445
1653,158895.8853608555
959,230906.85472756505
2395,354128.40143100626
1412,112568.62563157071
271,244977.41734650664
1484,139386.67145717962
1497,156889.6007409472
552,156942.91465867904
2,121625.77501956577
1855,312243.1480099651
4,279285.70955009677
2292,146401.79527923625
134,137780.94356341593
646,93037.40948859109
42,308536.4193770753
532,229506.64957884053
713,94066.3531478752
2561,138636.22105207606
2360,125225.7429500164
1333,123649.66330593487
1407,234828.5738449075
2892,307202.5954466173
574,214019.25271498202
1227,205348.2728183922
2591,234186.0999537351
1476,218721.50813633602
1125,263225.298960024
1446,143644.15002580546
408,115387.59635324572
1101,296052.05409164133
2251,192436.0636135807
373,182175.54279658938
2554,133952.93996017717
2382,273893.42556709156
1985,80583.50142384402
519,254347.7560417615
1093,184680.48264133566
864,242491.52627527897
2889,146677.31903740676
2308,201567.4549289173
986,163343.34318278305
1302,148902.74370326876
585,148507.4166797537
2708,148652.5162604447
147,138632.7779046705
1441,224730.2281019114
383,181852.58097735635
285,153254.09571749874
181,99979.46208936897
358,184224.36616774616
780,173854.72712504576
258,178339.87698367445
1865,237913.75889991975
692,114350.7446948255
2902,332173.50696530903
508,261253.70458303473
2638,156034.84792812826
36,135900.69391304778
611,169544.33676212223
2281,160258.8804937031
1678,110183.5790691084
1696,449084.6749475249
1557,68187.82055693044
2180,151930.73133432682
1726,230766.47859455453
951,148219.89705988247
267,220533.9544348017
2706,131866.3473430909
2221,259048.73977923318
1357,170480.24539991625
2901,313763.80431598285
347,163069.8026026744
2164,198546.1744529141
1586,303850.2643962869
360,141601.85570636787
1769,266661.5582940029
2617,186945.2200557875
1879,122397.50768535334
991,226133.82189482197
1535,123222.85616096295
1191,133225.5514390392
1579,236059.39436854218
1882,146972.11789199815
1510,132464.03204828172
2196,180716.9081457889
1845,178992.08096940495
2336,401472.0794735864
942,90227.13713445555
861,128970.65223622533
2555,114320.96501459471
1392,174152.0991642617
2099,262451.6667160592
1543,112175.41316040164
948,289874.5028856349
1239,188746.74568787715
22,181072.46635913345
2796,240052.89032066765
2747,183419.06830911047
92,291674.25067503576
210,167389.72478234142
1858,197539.23081084614
2228,144444.05019935596
447,257900.0910349316
827,247392.8699434548
1649,225698.9987917256
682,142354.87637966799
2698,115626.45419929309
494,157362.75150848148
214,90220.62305535428
2441,244571.19773200003
2679,120945.18394099208
1336,128400.65269672996
465,174332.8174214845
1524,153359.56904938948
2543,102969.61248938859
631,147754.98317444808
2452,307249.5922065592
228,165738.2014532451
126,187032.0334217578
1092,250539.45489496965
1122,214738.2903740967
932,249352.65103422257
1980,54247.32455458985
2171,119648.14160649816
551,151194.5309171027
2768,174417.95114904703
2056,104163.95392402263
1159,354146.979028436
2645,123312.63769272651
1174,169238.75949859325
2266,221727.1450615439
2462,368803.4051625925
1219,136876.7242262242
2922,189610.7355943233
118,146678.32761975256
474,143805.34954837416
2576,156020.51829850563
872,274352.70327434316
1077,215407.5299968075
1536,150077.56213114975
1150,109422.49405419947
2341,350850.04578576447
1931,151459.2246622244
2785,128318.54926004852
2538,118565.28701026781
597,208824.75226389384
464,213750.6518106412
233,251784.96274615976
2169,139290.5340535044
2123,165863.19191409624
1867,175187.38324167396
137,259583.71251193015
515,244988.52028705244
933,98313.5672120518
2784,163824.9352565436
972,152507.39305770348
599,160514.09369090246
2614,123920.23762177693
2582,135331.3128183848
1409,176535.82065451157
175,101398.6098696472
352,230723.622159496
976,103300.82912356577
2134,192374.84797091156
984,101229.6916296775
2396,343730.5099633649
1673,122927.15938296405
404,123626.93371606045
607,165781.6105906296
814,156500.47049462024
868,191484.18115860524
2271,177761.70028848297
1633,253654.1619050635
337,166252.51820784275
2765,211868.0511044407
1746,259284.37825500133
368,346484.48366065405
2806,209870.64105456378
1662,192022.52242742988
1234,225778.85286131979
1373,120709.12542748914
1672,103792.14846147347
1939,118201.04549996447
